Year,Primary Enrollment,GDP
2002,27311630.0,24255.3385818322
2002,3009009.0,24255.3385818322
2002,99757888.0,24255.3385818322
2002,19806082.0,24255.3385818322
2002,316633.0,24255.3385818322
2002,314360.4375,24255.3385818322
2002,14489107.0,24255.3385818322
2002,419904.0,24255.3385818322
2002,4283046.0,24255.3385818322
2002,12826218.0,24255.3385818322
2002,,24255.3385818322
2002,514735.0,24255.3385818322
2002,3105262.0,24255.3385818322
2002,83701840.0,24255.3385818322
2002,,24255.3385818322
2002,,24255.3385818322
2002,769910.0,24255.3385818322
2002,962661.0,24255.3385818322
